NOGA,NOGA2,NOGA1,NOGAfull,NOGAtxt,CH_AS2011,CH_AS2016,CH_AS2021,CH_BE2011,CH_BE2016,CH_BE2021,BS_AS2011,BS_AS2016,BS_AS2021,BS_BE2011,BS_BE2016,BS_BE2021,BS_BE2021num,dCH_AS,dpCH_AS,dBS_AS,dpBS_AS,ddCHBS_AS,dCH_BE,dpCH_BE,dBS_BE,dpBS_BE,ddCHBS_BE,WgroupCH,Wgroup,Sektor,Sektortext,WIDLnum,WIDLtxt,Abteilungnum,Abteilungtxt,AbteiteilungPlusnum,AbteilungPlustxt,I_G_Handelnum,I_G_Handeltxt,I_H_Verkehrnum,I_H_Verkehrtxt,I_K_Finanznum,I_K_Finanztxt,I_M_WissTechnum,I_M_WissTechtxt,I_OP_VerwaltungBildungnum,I_OP_VerwaltungBildungtxt,I_Q_Gesundheitnum,I_Q_Gesundheittxt,I_Logistik(noPerson)num,I_Logistik(noPerson)txt,I_IKTnum,I_IKTtxt,I_Kreislaufwirtschaftnum,I_Kreislaufwirtschafttxt,I3_IKTnum,I3_IKTtxt,I_LSnum,I_LStxt,I_Publikumsorientiertnum,I_Publikumsorientierttxt,I4_Publikumsorientiertnum,I4_Publikumsorientierttxt,I_Kreativwirtschaftnum,I_Kreativwirtschafttxt,I13_Kreativwirtschaft,I13_Kreativwirtschaft,I3_WIDLnum,I3_WIDLtxt
581100,58,5,581100 Verlegen von Büchern,Verlegen von Büchern,511,479,486,2944,2552,2714,25,20,27,207,103,170,170,-25,-0.048923679,2,0.08,0.128923679,-230,-0.078125,-37,-0.178743961,-0.100618961,2,2,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,2,Buchmarkt,2,Wissensintensive Dienstleistungen
581300,58,5,581300 Verlegen von Zeitungen,Verlegen von Zeitungen,304,273,280,11111,8489,7529,10,7,10,490,325,140,140,-24,-0.078947368,0,0,0.078947368,-3582,-0.322383224,-350,-0.714285714,-0.39190249,1,1,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,12,Pressemarkt,2,Wissensintensive Dienstleistungen
581400,58,5,581400 Verlegen von Zeitschriften,Verlegen von Zeitschriften,426,414,353,4263,4951,4341,23,24,14,384,357,380,380,-73,-0.171361502,-9,-0.391304348,-0.219942845,78,0.018296974,-4,-0.010416667,-0.028713641,3,3,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,12,Pressemarkt,2,Wissensintensive Dienstleistungen
581900,58,5,581900 Sonstiges Verlagswesen (ohne Software),Sonstiges Verlagswesen (ohne Software),295,306,400,1834,1457,1881,9,11,12,91,80,125,125,105,0.355932203,3,0.333333333,-0.02259887,47,0.025627045,34,0.373626374,0.347999329,3,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,12,Pressemarkt,2,Wissensintensive Dienstleistungen
582900,58,5,582900 Verlegen von sonstiger Software,Verlegen von sonstiger Software,45,55,47,309,298,309,1-3,0,1-3,4,0,1-3,2,2,0.044444444,0,0,-0.044444444,0,0,-2,-0.5,-0.5,3,1,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,10,Software-/Games-Industrie,2,Wissensintensive Dienstleistungen
591100,59,5,"591100 Herstellung von Filmen, Videofilmen und Fernsehprogrammen","Herstellung von Filmen, Videofilmen und Fernsehprogrammen",1434,1991,2566,4574,4907,5774,50,82,112,143,225,214,214,1132,0.789400279,62,1.24,0.450599721,1200,0.262352427,71,0.496503497,0.23415107,5,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,4,Filmwirtschaft,2,Wissensintensive Dienstleistungen
591200,59,5,591200 Nachbearbeitung und sonstige Filmtechnik,Nachbearbeitung und sonstige Filmtechnik,109,124,170,210,175,214,1-3,4,4,1-3,4,4,4,61,0.559633028,2,1,0.440366972,4,0.019047619,2,1,0.980952381,3,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,4,Filmwirtschaft,2,Wissensintensive Dienstleistungen
591300,59,5,591300 Filmverleih und -vertrieb (ohne Videotheken),Filmverleih und -vertrieb (ohne Videotheken),56,54,47,564,520,485,1-3,1-3,1-3,1-3,7,21,21,-9,-0.160714286,0,0,0.160714286,-79,-0.140070922,19,9.5,9.640070922,2,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,4,Filmwirtschaft,2,Wissensintensive Dienstleistungen
591400,59,5,591400 Kinos,Kinos,275,227,232,2889,2763,2356,9,5,5,140,118,116,116,-43,-0.156363636,-4,-0.444444444,-0.288080808,-533,-0.184492904,-24,-0.171428571,0.013064333,2,2,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,4,Filmwirtschaft,2,Wissensintensive Dienstleistungen
592000,59,5,"592000 Tonstudios, Herstellung von Radiobeiträgen, Verlegen von bespielten Tonträgern und Musikalien","Tonstudios, Herstellung von Radiobeiträgen, Verlegen von bespielten Tonträgern und Musikalien",651,792,858,1533,1580,1629,36,32,45,68,75,94,94,207,0.31797235,9,0.25,-0.06797235,96,0.062622309,26,0.382352941,0.319730632,4,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,1,Musikwirtschaft,2,Wissensintensive Dienstleistungen
601000,60,6,601000 Radioveranstalter,Radioveranstalter,106,114,94,3901,3867,3581,11,15,10,262,266,367,367,-12,-0.113207547,-1,-0.090909091,0.022298456,-320,-0.082030249,105,0.400763359,0.482793607,2,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,5,Rundfunkmarkt,2,Wissensintensive Dienstleistungen
602000,60,6,602000 Fernsehveranstalter,Fernsehveranstalter,66,72,63,5953,6375,5931,1-3,1-3,1-3,112,112,99,99,-3,-0.045454545,0,0,0.045454545,-22,-0.003695616,-13,-0.116071429,-0.112375813,3,2,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,5,Rundfunkmarkt,2,Wissensintensive Dienstleistungen
611000,61,6,611000 Leitungsgebundene Telekommunikation,Leitungsgebundene Telekommunikation,777,713,529,19589,22618,21387,32,30,21,521,559,562,562,-248,-0.319176319,-11,-0.34375,-0.024573681,1798,0.091786207,41,0.078694818,-0.013091389,4,4,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
612000,61,6,612000 Drahtlose Telekommunikation,Drahtlose Telekommunikation,237,232,245,3982,3367,2462,14,11,12,99,61,62,62,8,0.033755274,-2,-0.142857143,-0.176612417,-1520,-0.38171773,-37,-0.373737374,0.007980356,1,1,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
613000,61,6,613000 Satellitentelekommunikation,Satellitentelekommunikation,46,39,36,314,323,288,4,1-3,1-3,19,5,1-3,2,-10,-0.217391304,-2,-0.5,-0.282608696,-26,-0.082802548,-17,-0.894736842,-0.811934294,2,1,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
619000,61,6,619000 Sonstige Telekommunikation,Sonstige Telekommunikation,178,195,179,1235,1913,1743,8,8,7,16,17,18,18,1,0.005617978,-1,-0.125,-0.130617978,508,0.411336032,2,0.125,-0.286336032,5,4,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
620100,62,6,620100 Programmierungstätigkeiten,Programmierungstätigkeiten,6925,8453,10016,38336,45883,57913,191,237,271,1123,1158,1710,1710,3091,0.446353791,80,0.418848168,-0.027505623,19577,0.510668823,587,0.522707035,0.012038212,5,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,10,Software-/Games-Industrie,2,Wissensintensive Dienstleistungen
620200,62,6,620200 Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie,Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie,7098,6962,7140,40864,40833,49184,219,215,232,1268,1217,1412,1412,42,0.00591716,13,0.059360731,0.053443571,8320,0.203602193,144,0.113564669,-0.090037524,5,4,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
620900,62,6,620900 Erbringung von sonstigen Dienstleistungen der Informationstechnologie,Erbringung von sonstigen Dienstleistungen der Informationstechnologie,972,1343,1602,5264,6318,9652,14,25,32,54,73,81,81,630,0.648148148,18,1.285714286,0.637566138,4388,0.833586626,27,0.5,-0.333586626,5,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
631100,63,6,"631100 Datenverarbeitung, Hosting und damit verbundene Tätigkeiten","Datenverarbeitung, Hosting und damit verbundene Tätigkeiten",310,344,392,3654,3482,4785,14,12,12,42,69,100,100,82,0.264516129,-2,-0.142857143,-0.407373272,1131,0.30952381,58,1.380952381,1.071428571,5,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
631200,63,6,631200 Webportale,Webportale,397,578,761,3137,5893,10080,12,9,18,28,28,103,103,364,0.916876574,6,0.5,-0.416876574,6943,2.213261077,75,2.678571429,0.465310351,5,5,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,IKT-Branche,0,Andere Branche,3,IKT-Dienstleistungen,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,10,Software-/Games-Industrie,2,Wissensintensive Dienstleistungen
639100,63,6,639100 Korrespondenz- und Nachrichtenbüros,Korrespondenz- und Nachrichtenbüros,127,104,92,1325,930,595,9,6,5,19,12,8,8,-35,-0.275590551,-4,-0.444444444,-0.168853893,-730,-0.550943396,-11,-0.578947368,-0.028003972,1,1,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,12,Pressemarkt,2,Wissensintensive Dienstleistungen
639900,63,6,639900 Erbringung von sonstigen Informationsdienstleistungen a. n. g.,Erbringung von sonstigen Informationsdienstleistungen a. n. g.,108,84,90,440,455,623,6,1-3,1-3,14,4,1-3,2,-18,-0.166666667,-4,-0.666666667,-0.5,183,0.415909091,-12,-0.857142857,-1.273051948,5,1,3,Tertiärsektor (Dienstleistungssektor),4,Spitzentechnologie nutzende wissensintensive Dienstleistungen,J,INFORMATION UND KOMMUNIKATION,J,Information & Kommunikation,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641100,64,6,641100 Schweizerische Nationalbank,Schweizerische Nationalbank,8,8,8,798,965,1049,1-3,1-3,1-3,1-3,1-3,9,9,0,0,0,0,0,251,0.314536341,7,3.5,3.185463659,5,5,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641902,64,6,641902 Kantonalbanken,Kantonalbanken,758,670,573,20590,19959,20609,26,22,17,785,891,1039,1039,-185,-0.244063325,-9,-0.346153846,-0.102090522,19,0.000922778,254,0.323566879,0.322644101,3,5,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641903,64,6,641903 Grossbanken,Grossbanken,812,850,591,44120,37970,24504,27,33,19,2159,1537,875,875,-221,-0.272167488,-8,-0.296296296,-0.024128809,-19616,-0.444605621,-1284,-0.594719778,-0.150114157,1,1,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641904,64,6,641904 Regionalbanken und Sparkassen,Regionalbanken und Sparkassen,373,342,321,5381,5027,5085,1-3,1-3,1-3,35,36,49,49,-52,-0.139410188,0,0,0.139410188,-296,-0.055008363,14,0.4,0.455008363,2,5,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641905,64,6,641905 Raiffeisenbanken,Raiffeisenbanken,1060,910,773,11690,11793,12600,1-3,1-3,1-3,56,69,62,62,-287,-0.270754717,0,0,0.270754717,910,0.077844311,6,0.107142857,0.029298546,4,4,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641907,64,6,641907 Börsenbanken,Börsenbanken,142,154,139,12145,14187,15040,7,9,9,379,487,425,425,-3,-0.021126761,2,0.285714286,0.306841046,2895,0.238369699,46,0.121372032,-0.116997668,5,4,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641908,64,6,641908 Ausländisch beherrschte Banken,Ausländisch beherrschte Banken,310,219,176,20831,15891,13380,10,7,5,1076,867,871,871,-134,-0.432258065,-5,-0.5,-0.067741935,-7451,-0.357688061,-205,-0.190520446,0.167167615,1,2,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641909,64,6,641909 Filialen ausländischer Banken,Filialen ausländischer Banken,32,30,27,1515,1113,1239,0,0,1-3,0,0,101,101,-5,-0.15625,2,0,0.15625,-276,-0.182178218,101,0,0.182178218,2,3,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641910,64,6,641910 Privatbankiers,Privatbankiers,44,14,14,2503,670,596,5,1-3,1-3,136,111,126,126,-30,-0.681818182,-3,-0.6,0.081818182,-1907,-0.761885737,-10,-0.073529412,0.688356325,1,2,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641911,64,6,641911 Andere Banken,Andere Banken,156,308,261,4638,9153,9406,12,13,14,586,547,486,486,105,0.673076923,2,0.166666667,-0.506410256,4768,1.028029323,-100,-0.170648464,-1.198677787,5,2,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
641912,64,6,641912 Sonstige Kreditinstitute (ohne Spezialkreditinstitute) a. n. g.,Sonstige Kreditinstitute (ohne Spezialkreditinstitute) a. n. g.,138,42,37,3474,157,162,1-3,1-3,1-3,53,17,17,17,-101,-0.731884058,0,0,0.731884058,-3312,-0.953367876,-36,-0.679245283,0.274122593,1,1,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
642001,64,6,642001 Finanzholdinggesellschaften,Finanzholdinggesellschaften,52,41,42,123,100,80,1-3,1-3,1-3,1-3,1-3,1-3,2,-10,-0.192307692,0,0,0.192307692,-43,-0.349593496,0,0,0.349593496,1,3,3,Tertiärsektor (Dienstleistungssektor),5,Wissensintensive Finanzdienstleistungen,K,ERBRINGUNG VON FINANZ- UND VERSICHERUNGSDIENSTLEISTUNGEN,K,Finanzsektor,0,Andere Branchen,0,Andere Branchen,1,Finanzsektor,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
